nuclide,isomer_keV,isomer_t_s,signal_gateway_keV,signal_dE_keV,signal_line_keV,signal_yield,veto_gateway_keV,veto_dE_keV,veto_yield_of_signal_line,veto_p_release,veto_beta,signal_neec,veto_neec
89y,909,15.663,3752.9,2843.93,2008.3,0.680272,3503.6,2594.63,0,0.996175,2.01487,0,0
89y,909,15.663,3752.9,2843.93,2008.3,0.680272,3557.4,2648.43,0,0.621891,1.62189,0,0
91y,555.6,2982.6,1545.9,990.32,620.1,0.904486,925.74,370.16,0,1,1.06359,0,0
91y,555.6,2982.6,1545.9,990.32,620.1,0.904486,1980.41,1424.83,0,0.911925,2.18356,0,0
91y,555.6,2982.6,1545.9,990.32,620.1,0.904486,2066.62,1511.04,0,0.671283,2.12417,0,0
91y,555.6,2982.6,1545.9,990.32,620.1,0.904486,2206.76,1651.18,0.0616306,0.717423,1.92291,0,0
89zr,587.8,249.66,1627.26,1039.44,1627.4,0.865801,1833.71,1245.89,0,0.935033,1.08335,0,0
89zr,587.8,249.66,1627.26,1039.44,1627.4,0.865801,2388.6,1800.78,0,0.581395,1.49374,0,0
89zr,587.8,249.66,1833.71,1245.89,1833.5,0.919118,1627.26,1039.44,0,0.865801,1.1342,0,0
89zr,587.8,249.66,1833.71,1245.89,1833.5,0.919118,2388.6,1800.78,0,0.581395,1.49374,0,0
89zr,587.8,249.66,1833.71,1245.89,1833.5,0.919118,3575.8,2987.98,0,0.965949,1.28778,0,0
89zr,587.8,249.66,2388.6,1800.78,2388.5,0.581395,1627.26,1039.44,0,0.865801,1.1342,0,0
89zr,587.8,249.66,2388.6,1800.78,2388.5,0.581395,1833.71,1245.89,0,0.935033,1.08335,0,0
89zr,587.8,249.66,2388.6,1800.78,2388.5,0.581395,3575.8,2987.98,0,0.965949,1.28778,0,0
89zr,587.8,249.66,3575.8,2987.98,3575.8,0.746269,1627.26,1039.44,0,0.865801,1.1342,0,0
89zr,587.8,249.66,3575.8,2987.98,3575.8,0.746269,1833.71,1245.89,0,0.935033,1.08335,0,0
89zr,587.8,249.66,3575.8,2987.98,3575.8,0.746269,2388.6,1800.78,0,0.581395,1.49374,0,0
87nb,3.9,156,839.8,835.9,505.8,0.517132,334,330.1,0,0.908498,1.05022,0,0
87nb,3.9,156,839.8,835.9,505.8,0.517132,1168.6,1164.7,0,0.899513,2.03873,0,0
87nb,3.9,156,839.8,835.9,505.8,0.517132,1976.6,1972.7,0,0.899513,3.03873,0,0
87nb,3.9,156,1168.6,1164.7,834.7,0.989012,334,330.1,0,0.908498,1.05022,0,0
87nb,3.9,156,1168.6,1164.7,834.7,0.989012,839.8,835.9,0,0.543985,1.61559,0,0
87nb,3.9,156,1603.5,1599.6,763.7,0.738885,334,330.1,0,0.908498,1.05022,0,0
87nb,3.9,156,1603.5,1599.6,763.7,0.738885,839.8,835.9,0,0.543985,1.61559,0,0
87nb,3.9,156,1603.5,1599.6,763.7,0.738885,1168.6,1164.7,0,0.899513,2.03873,0,0
87nb,3.9,156,1603.5,1599.6,763.7,0.738885,1976.6,1972.7,0,0.899513,3.03873,0,0
87nb,3.9,156,1976.6,1972.7,808,1,334,330.1,0,0.908498,1.05022,0,0
87nb,3.9,156,1976.6,1972.7,808,1,839.8,835.9,0,0.543985,1.61559,0,0
87nb,3.9,156,1976.6,1972.7,808,1,1168.6,1164.7,0,0.899513,2.03873,0,0
87nb,3.9,156,1976.6,1972.7,808,1,1603.5,1599.6,0,0.636453,2.72462,0,0
90nb,124.7,18.81,651.19,526.52,323.2,0.987947,285.3,160.63,0,1,1.57947,0,0
90nb,124.7,18.81,651.19,526.52,323.2,0.987947,328,203.33,0,1,1.83588,0,0
90nb,124.7,18.81,651.19,526.52,323.2,0.987947,1433.3,1308.63,0,0.5,1.91794,0,0
90nb,124.7,18.81,854.32,729.65,323.2,0.811776,285.3,160.63,0,1,1.57947,0,0
90nb,124.7,18.81,854.32,729.65,323.2,0.811776,328,203.33,0,1,1.83588,0,0
90nb,124.7,18.81,854.32,729.65,323.2,0.811776,1433.3,1308.63,0,0.5,1.91794,0,0
90nb,124.7,18.81,1128.2,1003.53,477.1,0.5,285.3,160.63,0,1,1.57947,0,0
90nb,124.7,18.81,1128.2,1003.53,477.1,0.5,328,203.33,0,1,1.83588,0,0
90nb,124.7,18.81,1128.2,1003.53,477.1,0.5,651.19,526.52,0,1,2.82383,0,0
90nb,124.7,18.81,1128.2,1003.53,477.1,0.5,854.32,729.65,0,0.82168,3.45844,0,0
90nb,124.7,18.81,1128.2,1003.53,477.1,0.5,1362.7,1238.03,0,0.5,2.37643,0,0
90nb,124.7,18.81,1128.2,1003.53,477.1,0.5,1433.3,1308.63,0,0.5,1.91794,0,0
90nb,124.7,18.81,1128.2,1003.53,477.1,0.5,1990.4,1865.73,0,0.5,2.41191,0,0
90nb,124.7,18.81,1128.2,1003.53,477.1,0.5,2309,2184.33,0,0.727181,4.27268,0,0
90nb,124.7,18.81,1433.3,1308.63,1105,0.5,285.3,160.63,0,1,1.57947,0,0
90nb,124.7,18.81,1433.3,1308.63,1105,0.5,328,203.33,0,1,1.83588,0,0
90nb,124.7,18.81,1433.3,1308.63,1105,0.5,651.19,526.52,0,1,2.82383,0,0
90nb,124.7,18.81,1433.3,1308.63,1105,0.5,854.32,729.65,0,0.82168,3.45844,0,0
90nb,124.7,18.81,1433.3,1308.63,1105,0.5,1128.2,1003.53,0,0.5,2.41191,0,0
90nb,124.7,18.81,1433.3,1308.63,1105,0.5,1362.7,1238.03,0,0.5,2.37643,0,0
90nb,124.7,18.81,1433.3,1308.63,1105,0.5,1990.4,1865.73,0,0.5,2.41191,0,0
90nb,124.7,18.81,1433.3,1308.63,1105,0.5,2309,2184.33,0,0.727181,4.27268,0,0
90nb,124.7,18.81,1990.4,1865.73,1340,0.5,285.3,160.63,0,1,1.57947,0,0
90nb,124.7,18.81,1990.4,1865.73,1340,0.5,328,203.33,0,1,1.83588,0,0
90nb,124.7,18.81,1990.4,1865.73,1340,0.5,651.19,526.52,0,1,2.82383,0,0
90nb,124.7,18.81,1990.4,1865.73,1340,0.5,854.32,729.65,0,0.82168,3.45844,0,0
90nb,124.7,18.81,1990.4,1865.73,1340,0.5,1128.2,1003.53,0,0.5,2.41191,0,0
90nb,124.7,18.81,1990.4,1865.73,1340,0.5,1362.7,1238.03,0,0.5,2.37643,0,0
90nb,124.7,18.81,1990.4,1865.73,1340,0.5,1433.3,1308.63,0,0.5,1.91794,0,0
90nb,124.7,18.81,1990.4,1865.73,1340,0.5,2309,2184.33,0,0.727181,4.27268,0,0
90nb,124.7,18.81,2309,2184.33,1454.6,0.884669,285.3,160.63,0,1,1.57947,0,0
90nb,124.7,18.81,2309,2184.33,1454.6,0.884669,328,203.33,0,1,1.83588,0,0
90nb,124.7,18.81,2309,2184.33,1454.6,0.884669,651.19,526.52,0,1,2.82383,0,0
90nb,124.7,18.81,2309,2184.33,1454.6,0.884669,854.32,729.65,0,0.82168,3.45844,0,0
90nb,124.7,18.81,2309,2184.33,1454.6,0.884669,1128.2,1003.53,0,0.5,2.41191,0,0
90nb,124.7,18.81,2309,2184.33,1454.6,0.884669,1362.7,1238.03,0,0.5,2.37643,0,0
90nb,124.7,18.81,2309,2184.33,1454.6,0.884669,1433.3,1308.63,0,0.5,1.91794,0,0
90nb,124.7,18.81,2309,2184.33,1454.6,0.884669,1990.4,1865.73,0,0.5,2.41191,0,0
93nb,30.8,5.08698e+08,808.82,778.05,808.53,0.977242,1665.66,1634.89,0,1,1.97932,0,0
93nb,30.8,5.08698e+08,808.82,778.05,808.53,0.977242,1784.4,1753.63,0,1,2.7509,0,0
93nb,30.8,5.08698e+08,1315.5,1284.73,744.06,0.812678,808.82,778.05,0,1,1.01101,0,0
93nb,30.8,5.08698e+08,1665.66,1634.89,921.6,0.970874,808.82,778.05,0,1,1.01101,0,0
93nb,30.8,5.08698e+08,1665.66,1634.89,921.6,0.970874,1315.5,1284.73,0,1,2.00096,0,0
93nb,30.8,5.08698e+08,1665.66,1634.89,921.6,0.970874,1784.4,1753.63,0,1,2.7509,0,0
93nb,30.8,5.08698e+08,1784.4,1753.63,701.71,1,808.82,778.05,0,1,1.01101,0,0
93nb,30.8,5.08698e+08,1784.4,1753.63,701.71,1,1315.5,1284.73,0,1,2.00096,0,0
93nb,30.8,5.08698e+08,1784.4,1753.63,701.71,1,1665.66,1634.89,0,1,1.97932,0,0
94nb,40.9,375.78,113.401,72.5089,113.401,0.749832,957.36,916.468,0,0.762018,1.31006,0,0
94nb,40.9,375.78,113.401,72.5089,113.401,0.749832,1023.35,982.458,0,0.558097,1.87029,0,0
94nb,40.9,375.78,113.401,72.5089,113.401,0.749832,1256.85,1215.96,0,0.579884,1.19114,0,0
94nb,40.9,375.78,631.533,590.641,518.117,0.796115,113.401,72.5089,0,0.869956,0.816988,0,0
94nb,40.9,375.78,631.533,590.641,518.117,0.796115,640.988,600.096,0,0.766384,1.75526,0,0
94nb,40.9,375.78,631.533,590.641,518.117,0.796115,957.36,916.468,0,0.762018,1.31006,0,0
94nb,40.9,375.78,631.533,590.641,518.117,0.796115,1023.35,982.458,0,0.558097,1.87029,0,0
94nb,40.9,375.78,631.533,590.641,518.117,0.796115,1256.85,1215.96,0,0.579884,1.19114,0,0
94nb,40.9,375.78,640.988,600.096,562.341,0.496771,113.401,72.5089,0,0.869956,0.816988,0,0
94nb,40.9,375.78,640.988,600.096,562.341,0.496771,631.533,590.641,0,0.709303,1.71272,0,0
94nb,40.9,375.78,640.988,600.096,562.341,0.496771,957.36,916.468,0,0.762018,1.31006,0,0
94nb,40.9,375.78,640.988,600.096,562.341,0.496771,1023.35,982.458,0,0.558097,1.87029,0,0
94nb,40.9,375.78,640.988,600.096,562.341,0.496771,1256.85,1215.96,0,0.579884,1.19114,0,0
94nb,40.9,375.78,957.36,916.468,957.34,0.421941,113.401,72.5089,0,0.869956,0.816988,0,0
94nb,40.9,375.78,957.36,916.468,957.34,0.421941,631.533,590.641,0,0.709303,1.71272,0,0
94nb,40.9,375.78,957.36,916.468,957.34,0.421941,640.988,600.096,0,0.766384,1.75526,0,0
94nb,40.9,375.78,957.36,916.468,957.34,0.421941,1023.35,982.458,0,0.558097,1.87029,0,0
94nb,40.9,375.78,957.36,916.468,957.34,0.421941,1256.85,1215.96,0,0.579884,1.19114,0,0
94nb,40.9,375.78,1023.35,982.458,944.55,0.408831,113.401,72.5089,0,0.869956,0.816988,0,0
94nb,40.9,375.78,1023.35,982.458,944.55,0.408831,631.533,590.641,0,0.709303,1.71272,0,0
94nb,40.9,375.78,1023.35,982.458,944.55,0.408831,640.988,600.096,0,0.766384,1.75526,0,0
94nb,40.9,375.78,1023.35,982.458,944.55,0.408831,957.36,916.468,0,0.762018,1.31006,0,0
94nb,40.9,375.78,1023.35,982.458,944.55,0.408831,1256.85,1215.96,0,0.579884,1.19114,0,0
94nb,40.9,375.78,1256.85,1215.96,1257.03,0.572738,113.401,72.5089,0,0.869956,0.816988,0,0
94nb,40.9,375.78,1256.85,1215.96,1257.03,0.572738,631.533,590.641,0,0.709303,1.71272,0,0
94nb,40.9,375.78,1256.85,1215.96,1257.03,0.572738,640.988,600.096,0,0.766384,1.75526,0,0
94nb,40.9,375.78,1256.85,1215.96,1257.03,0.572738,957.36,916.468,0,0.762018,1.31006,0,0
94nb,40.9,375.78,1256.85,1215.96,1257.03,0.572738,1023.35,982.458,0,0.558097,1.87029,0,0
97nb,743.4,58.7,1276.09,532.74,1276.07,0.999557,1750.43,1007.08,0,0.998632,1.58636,0,0
97nb,743.4,58.7,1276.09,532.74,1276.07,0.999557,1851.71,1108.36,0,0.878423,1.81971,0,0
97nb,743.4,58.7,1276.09,532.74,1276.07,0.999557,2105.91,1362.56,0.0669844,0.690423,2.23353,0,0
97nb,743.4,58.7,1750.43,1007.08,1147.97,0.541434,1276.09,532.74,0,1,0.999557,0,0
97nb,743.4,58.7,1851.71,1108.36,1147.97,0.671052,1276.09,532.74,0,1,0.999557,0,0
97nb,743.4,58.7,2105.91,1362.56,355.4,0.422881,1276.09,532.74,0,1,0.999557,0,0
97nb,743.4,58.7,2105.91,1362.56,355.4,0.422881,1750.43,1007.08,0,0.998632,1.58636,0,0
97nb,743.4,58.7,2105.91,1362.56,355.4,0.422881,1851.71,1108.36,0,0.878423,1.81971,0,0
97nb,743.4,58.7,2105.91,1362.56,355.4,0.422881,2247.46,1504.11,0,0.967814,2.26396,0,0
97nb,743.4,58.7,2247.46,1504.11,1276.07,0.84823,1750.43,1007.08,0,0.998632,1.58636,0,0
97nb,743.4,58.7,2247.46,1504.11,1276.07,0.84823,1851.71,1108.36,0,0.878423,1.81971,0,0
97nb,743.4,58.7,2247.46,1504.11,1276.07,0.84823,2105.91,1362.56,0.0669844,0.690423,2.23353,0,0
99nb,365.3,150,930.91,565.64,461.8,0.917179,469.139,103.869,0,1,1.04286,0,0
99nb,365.3,150,930.91,565.64,461.8,0.917179,816.73,451.46,0,1,1.78779,0,0
99nb,365.3,150,930.91,565.64,461.8,0.917179,1015.27,650,0,0.884174,1.96985,0,0
99nb,365.3,150,1015.27,650,546.13,0.838428,469.139,103.869,0,1,1.04286,0,0
99nb,365.3,150,1015.27,650,546.13,0.838428,816.73,451.46,0,1,1.78779,0,0
99nb,365.3,150,1015.27,650,546.13,0.838428,930.91,565.64,0,0.99451,2.04584,0,0
104nb,8.7,4.9,250.6,241.9,213,0.442478,37.5,28.8,0,0.990099,1,0,1
89tc,62.6,12.9,401.6,339,401.6,1,1518.2,1455.6,0,1,2,0,0
89tc,62.6,12.9,1518.2,1455.6,1339,1,401.6,339,0,1,1,0,0
95tc,38.9,5.35334e+06,626.86,587.95,626.77,0.813969,1084.97,1046.06,0,0.996576,1.98375,0,0
95tc,38.9,5.35334e+06,626.86,587.95,626.77,0.813969,1958.98,1920.07,0,1,1.65889,0,0
95tc,38.9,5.35334e+06,927.81,888.9,301,0.453446,626.86,587.95,0,1,1.16479,0,0
95tc,38.9,5.35334e+06,927.81,888.9,301,0.453446,1084.97,1046.06,0,0.996576,1.98375,0,0
95tc,38.9,5.35334e+06,927.81,888.9,301,0.453446,1433.25,1394.34,0,0.996695,2.00618,0,0
95tc,38.9,5.35334e+06,927.81,888.9,301,0.453446,1958.98,1920.07,0,1,1.65889,0,0
95tc,38.9,5.35334e+06,1084.97,1046.06,748.56,0.938897,626.86,587.95,0,1,1.16479,0,0
95tc,38.9,5.35334e+06,1084.97,1046.06,748.56,0.938897,927.81,888.9,0,0.700592,1.76579,0,0
95tc,38.9,5.35334e+06,1084.97,1046.06,748.56,0.938897,1433.25,1394.34,0,0.996695,2.00618,0,0
95tc,38.9,5.35334e+06,1084.97,1046.06,748.56,0.938897,1639.43,1600.52,0,0.609741,2.66614,0,0
95tc,38.9,5.35334e+06,1084.97,1046.06,748.56,0.938897,1747.02,1708.11,0,0.929773,2.18043,0,0
95tc,38.9,5.35334e+06,1084.97,1046.06,748.56,0.938897,1888.17,1849.26,0,0.748777,2.34655,0,0
95tc,38.9,5.35334e+06,1084.97,1046.06,748.56,0.938897,1958.98,1920.07,0,1,1.65889,0,0
95tc,38.9,5.35334e+06,1084.97,1046.06,748.56,0.938897,2086.09,2047.18,0,0.833896,2.44324,0,0
95tc,38.9,5.35334e+06,1639.43,1600.52,711.61,0.870322,626.86,587.95,0,1,1.16479,0,0
95tc,38.9,5.35334e+06,1639.43,1600.52,711.61,0.870322,927.81,888.9,0,0.700592,1.76579,0,0
95tc,38.9,5.35334e+06,1639.43,1600.52,711.61,0.870322,1084.97,1046.06,0,0.996576,1.98375,0,0
95tc,38.9,5.35334e+06,1639.43,1600.52,711.61,0.870322,1433.25,1394.34,0,0.996695,2.00618,0,0
95tc,38.9,5.35334e+06,1639.43,1600.52,711.61,0.870322,1747.02,1708.11,0,0.929773,2.18043,0,0
95tc,38.9,5.35334e+06,1639.43,1600.52,711.61,0.870322,1888.17,1849.26,0,0.748777,2.34655,0,0
95tc,38.9,5.35334e+06,1639.43,1600.52,711.61,0.870322,1958.98,1920.07,0,1,1.65889,0,0
95tc,38.9,5.35334e+06,1639.43,1600.52,711.61,0.870322,2086.09,2047.18,0,0.833896,2.44324,0,0
95tc,38.9,5.35334e+06,1888.17,1849.26,626.77,0.540618,1084.97,1046.06,0,0.996576,1.98375,0,0
95tc,38.9,5.35334e+06,1888.17,1849.26,626.77,0.540618,1958.98,1920.07,0,1,1.65889,0,0
95tc,38.9,5.35334e+06,1958.98,1920.07,1622.58,0.666667,626.86,587.95,0,1,1.16479,0,0
95tc,38.9,5.35334e+06,1958.98,1920.07,1622.58,0.666667,927.81,888.9,0,0.700592,1.76579,0,0
95tc,38.9,5.35334e+06,1958.98,1920.07,1622.58,0.666667,1084.97,1046.06,0,0.996576,1.98375,0,0
95tc,38.9,5.35334e+06,1958.98,1920.07,1622.58,0.666667,1433.25,1394.34,0,0.996695,2.00618,0,0
95tc,38.9,5.35334e+06,1958.98,1920.07,1622.58,0.666667,1639.43,1600.52,0,0.609741,2.66614,0,0
95tc,38.9,5.35334e+06,1958.98,1920.07,1622.58,0.666667,1747.02,1708.11,0,0.929773,2.18043,0,0
95tc,38.9,5.35334e+06,1958.98,1920.07,1622.58,0.666667,1888.17,1849.26,0,0.748777,2.34655,0,0
95tc,38.9,5.35334e+06,1958.98,1920.07,1622.58,0.666667,2086.09,2047.18,0,0.833896,2.44324,0,0
95tc,38.9,5.35334e+06,1958.98,1920.07,1622.58,0.666667,2328.72,2289.81,0,0.794601,2.77906,0,0
95tc,38.9,5.35334e+06,2086.09,2047.18,626.77,0.481047,1084.97,1046.06,0,0.996576,1.98375,0,0
95tc,38.9,5.35334e+06,2086.09,2047.18,626.77,0.481047,1958.98,1920.07,0,1,1.65889,0,0
95tc,38.9,5.35334e+06,2328.72,2289.81,626.77,0.400117,1084.97,1046.06,0,0.996576,1.98375,0,0
95tc,38.9,5.35334e+06,2328.72,2289.81,626.77,0.400117,1958.98,1920.07,0,1,1.65889,0,0
96tc,34.2,3090,49.19,14.96,49.3,0.321543,720.55,686.32,0,0.853489,1.21707,1,0
96tc,34.2,3090,506.32,472.09,457.2,0.714388,49.19,14.96,0,1,0.321543,0,1
96tc,34.2,3090,506.32,472.09,457.2,0.714388,542.09,507.86,0,1,1.31717,0,0
96tc,34.2,3090,506.32,472.09,457.2,0.714388,720.55,686.32,0,0.853489,1.21707,0,0
96tc,34.2,3090,506.32,472.09,457.2,0.714388,752.52,718.29,0,0.665226,1.50896,0,0
96tc,34.2,3090,506.32,472.09,457.2,0.714388,885.84,851.61,0.0670271,0.602148,1.97979,0,0
96tc,34.2,3090,506.32,472.09,457.2,0.714388,1202.74,1168.51,0,0.657931,1.48505,0,0
96tc,34.2,3090,506.32,472.09,457.2,0.714388,1314.11,1279.88,0,0.589779,1.45308,0,0
96tc,34.2,3090,542.09,507.86,492.9,0.995629,49.19,14.96,0,1,0.321543,0,1
96tc,34.2,3090,542.09,507.86,492.9,0.995629,506.32,472.09,0,0.739252,1.28486,0,0
96tc,34.2,3090,542.09,507.86,492.9,0.995629,720.55,686.32,0,0.853489,1.21707,0,0
96tc,34.2,3090,542.09,507.86,492.9,0.995629,752.52,718.29,0,0.665226,1.50896,0,0
96tc,34.2,3090,542.09,507.86,492.9,0.995629,885.84,851.61,0,0.602148,1.97979,0,0
96tc,34.2,3090,542.09,507.86,492.9,0.995629,1202.74,1168.51,0,0.657931,1.48505,0,0
96tc,34.2,3090,542.09,507.86,492.9,0.995629,1314.11,1279.88,0,0.589779,1.45308,0,0
96tc,34.2,3090,720.55,686.32,720.9,0.780147,49.19,14.96,0,1,0.321543,0,1
96tc,34.2,3090,720.55,686.32,720.9,0.780147,506.32,472.09,0,0.739252,1.28486,0,0
96tc,34.2,3090,720.55,686.32,720.9,0.780147,542.09,507.86,0,1,1.31717,0,0
96tc,34.2,3090,720.55,686.32,720.9,0.780147,752.52,718.29,0,0.665226,1.50896,0,0
96tc,34.2,3090,720.55,686.32,720.9,0.780147,885.84,851.61,0,0.602148,1.97979,0,0
96tc,34.2,3090,720.55,686.32,720.9,0.780147,1202.74,1168.51,0,0.657931,1.48505,0,0
96tc,34.2,3090,720.55,686.32,720.9,0.780147,1314.11,1279.88,0,0.589779,1.45308,0,0
96tc,34.2,3090,752.52,718.29,575.5,0.49762,49.19,14.96,0,1,0.321543,0,1
96tc,34.2,3090,752.52,718.29,575.5,0.49762,506.32,472.09,0,0.739252,1.28486,0,0
96tc,34.2,3090,752.52,718.29,575.5,0.49762,542.09,507.86,0,1,1.31717,0,0
96tc,34.2,3090,752.52,718.29,575.5,0.49762,720.55,686.32,0,0.853489,1.21707,0,0
96tc,34.2,3090,752.52,718.29,575.5,0.49762,885.84,851.61,0,0.602148,1.97979,0,0
96tc,34.2,3090,752.52,718.29,575.5,0.49762,1202.74,1168.51,0,0.657931,1.48505,0,0
96tc,34.2,3090,752.52,718.29,575.5,0.49762,1314.11,1279.88,0,0.589779,1.45308,0,0
96tc,34.2,3090,885.84,851.61,310.9,0.455458,49.19,14.96,0,1,0.321543,0,1
96tc,34.2,3090,885.84,851.61,310.9,0.455458,506.32,472.09,0,0.739252,1.28486,0,0
96tc,34.2,3090,885.84,851.61,310.9,0.455458,542.09,507.86,0,1,1.31717,0,0
96tc,34.2,3090,885.84,851.61,310.9,0.455458,720.55,686.32,0,0.853489,1.21707,0,0
96tc,34.2,3090,885.84,851.61,310.9,0.455458,752.52,718.29,0,0.665226,1.50896,0,0
96tc,34.2,3090,885.84,851.61,310.9,0.455458,1202.74,1168.51,0,0.657931,1.48505,0,0
96tc,34.2,3090,885.84,851.61,310.9,0.455458,1314.11,1279.88,0,0.589779,1.45308,0,0
96tc,34.2,3090,1202.74,1168.51,1153.4,0.510037,49.19,14.96,0,1,0.321543,0,1
96tc,34.2,3090,1202.74,1168.51,1153.4,0.510037,506.32,472.09,0,0.739252,1.28486,0,0
96tc,34.2,3090,1202.74,1168.51,1153.4,0.510037,542.09,507.86,0,1,1.31717,0,0
96tc,34.2,3090,1202.74,1168.51,1153.4,0.510037,720.55,686.32,0,0.853489,1.21707,0,0
96tc,34.2,3090,1202.74,1168.51,1153.4,0.510037,752.52,718.29,0,0.665226,1.50896,0,0
96tc,34.2,3090,1202.74,1168.51,1153.4,0.510037,885.84,851.61,0,0.602148,1.97979,0,0
96tc,34.2,3090,1202.74,1168.51,1153.4,0.510037,1314.11,1279.88,0,0.589779,1.45308,0,0
96tc,34.2,3090,1314.11,1279.88,1314.1,0.291715,49.19,14.96,0,1,0.321543,0,1
96tc,34.2,3090,1314.11,1279.88,1314.1,0.291715,506.32,472.09,0,0.739252,1.28486,0,0
96tc,34.2,3090,1314.11,1279.88,1314.1,0.291715,542.09,507.86,0,1,1.31717,0,0
96tc,34.2,3090,1314.11,1279.88,1314.1,0.291715,720.55,686.32,0,0.853489,1.21707,0,0
96tc,34.2,3090,1314.11,1279.88,1314.1,0.291715,752.52,718.29,0,0.665226,1.50896,0,0
96tc,34.2,3090,1314.11,1279.88,1314.1,0.291715,885.84,851.61,0,0.602148,1.97979,0,0
96tc,34.2,3090,1314.11,1279.88,1314.1,0.291715,1202.74,1168.51,0,0.657931,1.48505,0,0
97tc,96.6,7.87104e+06,785.034,688.464,569.31,0.819683,324.476,227.906,0,1,0.991968,0,0
97tc,96.6,7.87104e+06,785.034,688.464,569.31,0.819683,994.68,898.11,0,0.972809,1.96287,0,0
97tc,96.6,7.87104e+06,785.034,688.464,569.31,0.819683,1722.61,1626.04,0,0.985624,2.97981,0,0
97tc,96.6,7.87104e+06,785.034,688.464,569.31,0.819683,1856.1,1759.53,0,0.986577,1.96628,0,0
97tc,96.6,7.87104e+06,994.68,898.11,670.21,0.970693,324.476,227.906,0,1,0.991968,0,0
97tc,96.6,7.87104e+06,994.68,898.11,670.21,0.970693,785.034,688.464,0,1,1.89777,0,0
97tc,96.6,7.87104e+06,994.68,898.11,670.21,0.970693,1856.1,1759.53,0,0.986577,1.96628,0,0
97tc,96.6,7.87104e+06,1856.1,1759.53,1640.5,0.671141,324.476,227.906,0,1,0.991968,0,0
97tc,96.6,7.87104e+06,1856.1,1759.53,1640.5,0.671141,785.034,688.464,0,1,1.89777,0,0
97tc,96.6,7.87104e+06,1856.1,1759.53,1640.5,0.671141,994.68,898.11,0,0.972809,1.96287,0,0
97tc,96.6,7.87104e+06,1856.1,1759.53,1640.5,0.671141,1722.61,1626.04,0,0.985624,2.97981,0,0
99tc,142.7,21623.8,181.094,38.4106,181.063,0.50902,1678.14,1535.46,0,1,2.01809,0,0
99tc,142.7,21623.8,761.782,619.098,621.1,0.742193,181.094,38.4106,0,1,0.970526,0,0
99tc,142.7,21623.8,761.782,619.098,621.1,0.742193,920.58,777.896,0,0.738856,1.71767,0,0
99tc,142.7,21623.8,761.782,619.098,621.1,0.742193,1004.07,861.384,0,0.934905,1.94027,0,0
99tc,142.7,21623.8,761.782,619.098,621.1,0.742193,1019.76,877.076,0,1,1.92738,0,0
99tc,142.7,21623.8,761.782,619.098,621.1,0.742193,1141.85,999.17,0.0705561,1,2.04336,0,0
99tc,142.7,21623.8,761.782,619.098,621.1,0.742193,1552.12,1409.44,0,0.831084,2.83269,0,0
99tc,142.7,21623.8,761.782,619.098,621.1,0.742193,1554.56,1411.88,0.0705561,1,3.04336,0,0
99tc,142.7,21623.8,761.782,619.098,621.1,0.742193,1678.14,1535.46,0,1,2.01809,0,0
99tc,142.7,21623.8,920.58,777.896,739.5,0.736442,181.094,38.4106,0,1,0.970526,0,0
99tc,142.7,21623.8,920.58,777.896,739.5,0.736442,761.782,619.098,0,1,1.78456,0,0
99tc,142.7,21623.8,920.58,777.896,739.5,0.736442,1004.07,861.384,0,0.934905,1.94027,0,0
99tc,142.7,21623.8,920.58,777.896,739.5,0.736442,1019.76,877.076,0,1,1.92738,0,0
99tc,142.7,21623.8,920.58,777.896,739.5,0.736442,1141.85,999.17,0,1,2.04336,0,0
99tc,142.7,21623.8,920.58,777.896,739.5,0.736442,1172.05,1029.37,0,1,2.77731,0,0
99tc,142.7,21623.8,920.58,777.896,739.5,0.736442,1554.56,1411.88,0,1,3.04336,0,0
99tc,142.7,21623.8,1004.07,861.384,822.97,0.916825,181.094,38.4106,0,1,0.970526,0,0
99tc,142.7,21623.8,1004.07,861.384,822.97,0.916825,761.782,619.098,0,1,1.78456,0,0
99tc,142.7,21623.8,1004.07,861.384,822.97,0.916825,920.58,777.896,0,0.738856,1.71767,0,0
99tc,142.7,21623.8,1004.07,861.384,822.97,0.916825,1019.76,877.076,0,1,1.92738,0,0
99tc,142.7,21623.8,1004.07,861.384,822.97,0.916825,1141.85,999.17,0,1,2.04336,0,0
99tc,142.7,21623.8,1004.07,861.384,822.97,0.916825,1172.05,1029.37,0,1,2.77731,0,0
99tc,142.7,21623.8,1004.07,861.384,822.97,0.916825,1552.12,1409.44,0,0.831084,2.83269,0,0
99tc,142.7,21623.8,1004.07,861.384,822.97,0.916825,1554.56,1411.88,0,1,3.04336,0,0
99tc,142.7,21623.8,1004.07,861.384,822.97,0.916825,1678.14,1535.46,0,1,2.01809,0,0
99tc,142.7,21623.8,1141.85,999.17,960.75,0.855327,181.094,38.4106,0,1,0.970526,0,0
99tc,142.7,21623.8,1141.85,999.17,960.75,0.855327,761.782,619.098,0,1,1.78456,0,0
99tc,142.7,21623.8,1141.85,999.17,960.75,0.855327,920.58,777.896,0,0.738856,1.71767,0,0
99tc,142.7,21623.8,1141.85,999.17,960.75,0.855327,1004.07,861.384,0,0.934905,1.94027,0,0
99tc,142.7,21623.8,1141.85,999.17,960.75,0.855327,1019.76,877.076,0,1,1.92738,0,0
99tc,142.7,21623.8,1141.85,999.17,960.75,0.855327,1172.05,1029.37,0,1,2.77731,0,0
