nuclide,isomer_keV,isomer_t_s,signal_gateway_keV,signal_dE_keV,signal_line_keV,signal_yield,veto_gateway_keV,veto_dE_keV,veto_yield_of_signal_line,veto_p_release,veto_beta,signal_neec,veto_neec
133pm,129.7,8,371.9,242.2,287.4,0.636943,1025.3,895.6,0,0.8971,3.50077,0,0
148pm,137.9,3.56746e+06,292,154.1,216.3,0.333333,308.9,171,0,0.75,1.30618,0,0
148pm,137.9,3.56746e+06,308.9,171,88.9,0.25,292,154.1,0,0.666667,1.07491,0,0
148pm,137.9,3.56746e+06,308.9,171,88.9,0.25,388.1,250.2,0,0.736111,1.66901,0,0
148pm,137.9,3.56746e+06,308.9,171,88.9,0.25,545.7,407.8,0,0.636574,2.20451,0,0
148pm,137.9,3.56746e+06,308.9,171,88.9,0.25,573.1,435.2,0,0.594444,2.2132,0,0
148pm,137.9,3.56746e+06,388.1,250.2,79.2,0.166667,292,154.1,0,0.666667,1.07491,0,0
148pm,137.9,3.56746e+06,388.1,250.2,79.2,0.166667,308.9,171,0,0.75,1.30618,0,0
148pm,137.9,3.56746e+06,388.1,250.2,79.2,0.166667,545.7,407.8,0,0.636574,2.20451,0,0
148pm,137.9,3.56746e+06,388.1,250.2,79.2,0.166667,573.1,435.2,0,0.594444,2.2132,0,0
148pm,137.9,3.56746e+06,545.7,407.8,157.6,0.166667,292,154.1,0,0.666667,1.07491,0,0
148pm,137.9,3.56746e+06,545.7,407.8,157.6,0.166667,308.9,171,0,0.75,1.30618,0,0
148pm,137.9,3.56746e+06,545.7,407.8,157.6,0.166667,388.1,250.2,0,0.736111,1.66901,0,0
148pm,137.9,3.56746e+06,545.7,407.8,157.6,0.166667,573.1,435.2,0,0.594444,2.2132,0,0
148pm,137.9,3.56746e+06,573.1,435.2,133,0.166667,292,154.1,0,0.666667,1.07491,0,0
148pm,137.9,3.56746e+06,573.1,435.2,133,0.166667,308.9,171,0,0.75,1.30618,0,0
148pm,137.9,3.56746e+06,573.1,435.2,133,0.166667,388.1,250.2,0,0.736111,1.66901,0,0
148pm,137.9,3.56746e+06,573.1,435.2,133,0.166667,545.7,407.8,0,0.636574,2.20451,0,0
139sm,457.4,10.7,720.75,263.37,453.4,0.350976,1074.7,617.32,0,1,2.02942,0,0
139sm,457.4,10.7,720.75,263.37,453.4,0.350976,1346.3,888.92,0,1,2.61731,0,0
139sm,457.4,10.7,720.75,263.37,453.4,0.350976,1454.5,997.12,0,1,2.99504,0,0
139sm,457.4,10.7,1074.7,617.32,807.5,1,720.75,263.37,0,1,2.07153,0,0
139sm,457.4,10.7,1074.7,617.32,807.5,1,1137.1,679.72,0,0.576558,2.42244,0,0
139sm,457.4,10.7,1074.7,617.32,807.5,1,1158.5,701.12,0,0.588235,2.21855,0,0
139sm,457.4,10.7,1074.7,617.32,807.5,1,1780.7,1323.32,0,0.563596,3.4032,0,0
139sm,457.4,10.7,1074.7,617.32,807.5,1,1879.4,1422.02,0,0.576558,3.42244,0,0
139sm,457.4,10.7,1137.1,679.72,416.5,0.564589,720.75,263.37,0,1,2.07153,0,0
139sm,457.4,10.7,1137.1,679.72,416.5,0.564589,1074.7,617.32,0,1,2.02942,0,0
139sm,457.4,10.7,1137.1,679.72,416.5,0.564589,1158.5,701.12,0,0.588235,2.21855,0,0
139sm,457.4,10.7,1137.1,679.72,416.5,0.564589,1346.3,888.92,0,1,2.61731,0,0
139sm,457.4,10.7,1137.1,679.72,416.5,0.564589,1454.5,997.12,0,1,2.99504,0,0
139sm,457.4,10.7,1158.5,701.12,437.7,0.588235,720.75,263.37,0,1,2.07153,0,0
139sm,457.4,10.7,1158.5,701.12,437.7,0.588235,1074.7,617.32,0,1,2.02942,0,0
139sm,457.4,10.7,1158.5,701.12,437.7,0.588235,1137.1,679.72,0,0.576558,2.42244,0,0
139sm,457.4,10.7,1158.5,701.12,437.7,0.588235,1346.3,888.92,0,1,2.61731,0,0
139sm,457.4,10.7,1158.5,701.12,437.7,0.588235,1454.5,997.12,0,1,2.99504,0,0
139sm,457.4,10.7,1158.5,701.12,437.7,0.588235,1780.7,1323.32,0,0.563596,3.4032,0,0
139sm,457.4,10.7,1158.5,701.12,437.7,0.588235,1879.4,1422.02,0,0.576558,3.42244,0,0
139sm,457.4,10.7,1346.3,888.92,807.5,0.641387,720.75,263.37,0,1,2.07153,0,0
139sm,457.4,10.7,1346.3,888.92,807.5,0.641387,1137.1,679.72,0,0.576558,2.42244,0,0
139sm,457.4,10.7,1346.3,888.92,807.5,0.641387,1158.5,701.12,0,0.588235,2.21855,0,0
139sm,457.4,10.7,1346.3,888.92,807.5,0.641387,1780.7,1323.32,0,0.563596,3.4032,0,0
139sm,457.4,10.7,1346.3,888.92,807.5,0.641387,1879.4,1422.02,0,0.576558,3.42244,0,0
139sm,457.4,10.7,1454.5,997.12,807.5,0.878975,720.75,263.37,0,1,2.07153,0,0
139sm,457.4,10.7,1454.5,997.12,807.5,0.878975,1137.1,679.72,0,0.576558,2.42244,0,0
139sm,457.4,10.7,1454.5,997.12,807.5,0.878975,1158.5,701.12,0,0.588235,2.21855,0,0
139sm,457.4,10.7,1454.5,997.12,807.5,0.878975,1780.7,1323.32,0,0.563596,3.4032,0,0
139sm,457.4,10.7,1454.5,997.12,807.5,0.878975,1879.4,1422.02,0,0.576558,3.42244,0,0
139sm,457.4,10.7,1780.7,1323.32,643.7,0.977517,720.75,263.37,0,1,2.07153,0,0
139sm,457.4,10.7,1780.7,1323.32,643.7,0.977517,1074.7,617.32,0,1,2.02942,0,0
139sm,457.4,10.7,1780.7,1323.32,643.7,0.977517,1137.1,679.72,0,0.576558,2.42244,0,0
139sm,457.4,10.7,1780.7,1323.32,643.7,0.977517,1158.5,701.12,0,0.588235,2.21855,0,0
139sm,457.4,10.7,1780.7,1323.32,643.7,0.977517,1346.3,888.92,0,1,2.61731,0,0
139sm,457.4,10.7,1780.7,1323.32,643.7,0.977517,1454.5,997.12,0,1,2.99504,0,0
139sm,457.4,10.7,1780.7,1323.32,643.7,0.977517,1879.4,1422.02,0,0.576558,3.42244,0,0
139sm,457.4,10.7,1879.4,1422.02,742.1,1,720.75,263.37,0,1,2.07153,0,0
139sm,457.4,10.7,1879.4,1422.02,742.1,1,1074.7,617.32,0,1,2.02942,0,0
139sm,457.4,10.7,1879.4,1422.02,742.1,1,1137.1,679.72,0,0.576558,2.42244,0,0
139sm,457.4,10.7,1879.4,1422.02,742.1,1,1158.5,701.12,0,0.588235,2.21855,0,0
139sm,457.4,10.7,1879.4,1422.02,742.1,1,1346.3,888.92,0,1,2.61731,0,0
139sm,457.4,10.7,1879.4,1422.02,742.1,1,1454.5,997.12,0,1,2.99504,0,0
139sm,457.4,10.7,1879.4,1422.02,742.1,1,1780.7,1323.32,0,0.563596,3.4032,0,0
143sm,754,66,1310.5,556.51,203.1,0.680272,1369.26,615.27,0,1,1,0,0
143sm,754,66,1310.5,556.51,203.1,0.680272,2102.47,1348.48,0,1,1.06279,0,0
143sm,754,66,1310.5,556.51,203.1,0.680272,2167.34,1413.35,0,1,1.58824,0,0
143sm,754,66,1310.5,556.51,203.1,0.680272,2270.74,1516.75,0,1,1.19236,0,0
143sm,754,66,1310.5,556.51,203.1,0.680272,3031.2,2277.21,0,1,1,0,0
143sm,754,66,1310.5,556.51,203.1,0.680272,3324.85,2570.86,0,0.78125,1.78125,0,0
143sm,754,66,1369.26,615.27,1369.1,1,1310.5,556.51,0,0.680272,1.69979,0,0
143sm,754,66,1369.26,615.27,1369.1,1,2102.47,1348.48,0.0627929,1,1.06279,0,0
143sm,754,66,1369.26,615.27,1369.1,1,2270.74,1516.75,0,1,1.19236,0,0
143sm,754,66,1369.26,615.27,1369.1,1,3031.2,2277.21,0,1,1,0,0
143sm,754,66,2102.47,1348.48,2102.5,0.937207,1310.5,556.51,0,0.680272,1.69979,0,0
143sm,754,66,2102.47,1348.48,2102.5,0.937207,1369.26,615.27,0,1,1,0,0
143sm,754,66,2102.47,1348.48,2102.5,0.937207,2167.34,1413.35,0,1,1.58824,0,0
143sm,754,66,2102.47,1348.48,2102.5,0.937207,2270.74,1516.75,0,1,1.19236,0,0
143sm,754,66,2102.47,1348.48,2102.5,0.937207,3031.2,2277.21,0,1,1,0,0
143sm,754,66,2102.47,1348.48,2102.5,0.937207,3324.85,2570.86,0,0.78125,1.78125,0,0
143sm,754,66,2167.34,1413.35,798.1,0.588235,1310.5,556.51,0,0.680272,1.69979,0,0
143sm,754,66,2167.34,1413.35,798.1,0.588235,1369.26,615.27,0,1,1,0,0
143sm,754,66,2167.34,1413.35,798.1,0.588235,2102.47,1348.48,0,1,1.06279,0,0
143sm,754,66,2167.34,1413.35,798.1,0.588235,2270.74,1516.75,0,1,1.19236,0,0
143sm,754,66,2167.34,1413.35,798.1,0.588235,3031.2,2277.21,0,1,1,0,0
143sm,754,66,2167.34,1413.35,798.1,0.588235,3324.85,2570.86,0,0.78125,1.78125,0,0
143sm,754,66,2270.74,1516.75,2270.8,0.813008,1310.5,556.51,0,0.680272,1.69979,0,0
143sm,754,66,2270.74,1516.75,2270.8,0.813008,1369.26,615.27,0,1,1,0,0
143sm,754,66,2270.74,1516.75,2270.8,0.813008,2102.47,1348.48,0,1,1.06279,0,0
143sm,754,66,2270.74,1516.75,2270.8,0.813008,2167.34,1413.35,0,1,1.58824,0,0
143sm,754,66,2270.74,1516.75,2270.8,0.813008,3031.2,2277.21,0,1,1,0,0
143sm,754,66,2270.74,1516.75,2270.8,0.813008,3324.85,2570.86,0,0.78125,1.78125,0,0
143sm,754,66,3031.2,2277.21,3031.2,1,1310.5,556.51,0,0.680272,1.69979,0,0
143sm,754,66,3031.2,2277.21,3031.2,1,1369.26,615.27,0,1,1,0,0
143sm,754,66,3031.2,2277.21,3031.2,1,2102.47,1348.48,0,1,1.06279,0,0
143sm,754,66,3031.2,2277.21,3031.2,1,2167.34,1413.35,0,1,1.58824,0,0
143sm,754,66,3031.2,2277.21,3031.2,1,2270.74,1516.75,0,1,1.19236,0,0
143sm,754,66,3031.2,2277.21,3031.2,1,3324.85,2570.86,0,0.78125,1.78125,0,0
143sm,754,66,3324.85,2570.86,1955.3,0.78125,1310.5,556.51,0,0.680272,1.69979,0,0
143sm,754,66,3324.85,2570.86,1955.3,0.78125,1369.26,615.27,0,1,1,0,0
143sm,754,66,3324.85,2570.86,1955.3,0.78125,2102.47,1348.48,0,1,1.06279,0,0
143sm,754,66,3324.85,2570.86,1955.3,0.78125,2167.34,1413.35,0,1,1.58824,0,0
143sm,754,66,3324.85,2570.86,1955.3,0.78125,2270.74,1516.75,0,1,1.19236,0,0
143sm,754,66,3324.85,2570.86,1955.3,0.78125,3031.2,2277.21,0,1,1,0,0
154eu,145.3,2778,196.121,50.8211,100.859,0.479616,258.19,112.89,0,1,1.03683,0,0
154eu,145.3,2778,229.795,84.4951,93.0991,0.511771,196.121,50.8211,0,1,0.935138,0,0
154eu,145.3,2778,229.795,84.4951,93.0991,0.511771,258.19,112.89,0,1,1.03683,0,0
154eu,145.3,2778,229.795,84.4951,93.0991,0.511771,276.7,131.4,0,1,1.93514,0,0
154eu,145.3,2778,229.795,84.4951,93.0991,0.511771,292.82,147.52,0,1,1.52971,0,0
154eu,145.3,2778,229.795,84.4951,93.0991,0.511771,299.808,154.508,0,1,1.04932,0,0
154eu,145.3,2778,229.795,84.4951,93.0991,0.511771,356.103,210.803,0,1,1.77827,0,0
154eu,145.3,2778,229.795,84.4951,93.0991,0.511771,438.1,292.8,0,1,2.04932,0,0
154eu,145.3,2778,229.795,84.4951,93.0991,0.511771,589.3,444,0,1,2.04932,0,0
154eu,145.3,2778,229.795,84.4951,93.0991,0.511771,593.3,448,0,1,3.04932,0,0
154eu,145.3,2778,229.795,84.4951,93.0991,0.511771,722,576.7,0,1,2.04932,0,0
154eu,145.3,2778,229.795,84.4951,93.0991,0.511771,765.8,620.5,0,1,4.04932,0,0
154eu,145.3,2778,229.795,84.4951,93.0991,0.511771,952,806.7,0,1,5.04932,0,0
154eu,145.3,2778,258.19,112.89,68.1711,0.557724,299.808,154.508,0,1,1.04932,0,0
154eu,145.3,2778,258.19,112.89,68.1711,0.557724,438.1,292.8,0,1,2.04932,0,0
154eu,145.3,2778,258.19,112.89,68.1711,0.557724,589.3,444,0,1,2.04932,0,0
154eu,145.3,2778,258.19,112.89,68.1711,0.557724,593.3,448,0,1,3.04932,0,0
154eu,145.3,2778,258.19,112.89,68.1711,0.557724,722,576.7,0,1,2.04932,0,0
154eu,145.3,2778,258.19,112.89,68.1711,0.557724,765.8,620.5,0,1,4.04932,0,0
154eu,145.3,2778,258.19,112.89,68.1711,0.557724,952,806.7,0,1,5.04932,0,0
154eu,145.3,2778,276.7,131.4,79.5,1,196.121,50.8211,0,1,0.935138,0,0
154eu,145.3,2778,276.7,131.4,79.5,1,229.795,84.4951,0,1,1.81447,0,0
154eu,145.3,2778,276.7,131.4,79.5,1,258.19,112.89,0,1,1.03683,0,0
154eu,145.3,2778,276.7,131.4,79.5,1,292.82,147.52,0,1,1.52971,0,0
154eu,145.3,2778,276.7,131.4,79.5,1,294,148.7,0,1,2.3748,0,0
154eu,145.3,2778,276.7,131.4,79.5,1,299.808,154.508,0,1,1.04932,0,0
154eu,145.3,2778,276.7,131.4,79.5,1,356.103,210.803,0,1,1.77827,0,0
154eu,145.3,2778,276.7,131.4,79.5,1,438.1,292.8,0,1,2.04932,0,0
154eu,145.3,2778,276.7,131.4,79.5,1,589.3,444,0,1,2.04932,0,0
154eu,145.3,2778,276.7,131.4,79.5,1,593.3,448,0,1,3.04932,0,0
154eu,145.3,2778,276.7,131.4,79.5,1,722,576.7,0,1,2.04932,0,0
154eu,145.3,2778,276.7,131.4,79.5,1,765.8,620.5,0,1,4.04932,0,0
154eu,145.3,2778,276.7,131.4,79.5,1,952,806.7,0,1,5.04932,0,0
154eu,145.3,2778,292.82,147.52,100.859,0.479576,258.19,112.89,0,1,1.03683,0,0
154eu,145.3,2778,294,148.7,64,0.5,196.121,50.8211,0,1,0.935138,0,0
154eu,145.3,2778,294,148.7,64,0.5,229.795,84.4951,0,1,1.81447,0,0
154eu,145.3,2778,294,148.7,64,0.5,276.7,131.4,0,1,1.93514,0,0
154eu,145.3,2778,294,148.7,64,0.5,292.82,147.52,0,1,1.52971,0,0
154eu,145.3,2778,294,148.7,64,0.5,299.808,154.508,0,1,1.04932,0,0
154eu,145.3,2778,294,148.7,64,0.5,356.103,210.803,0,1,1.77827,0,0
154eu,145.3,2778,294,148.7,64,0.5,438.1,292.8,0,1,2.04932,0,0
154eu,145.3,2778,294,148.7,64,0.5,589.3,444,0,1,2.04932,0,0
